Set,Primary,Alignment,MEID,Artist,Rarity,Precise,NameEN,NameDU,NameSP,NameFN,NameFR,NameGR,NameIT,NameJP,ImageName,Text,Skill,MPs,Mind,Direct,General,Prowess,Body,Corruption,Home,Unique,Secondary,Race,RWMPs,Site,Path,Region,RPath,Playable,GoldRing,GreaterItem,MajorItem,MinorItem,Information,Palantiri,Scroll,Hoard,Gear,Non,Haven,Stage,Strikes,code,codeFR,codeGR,codeSP,codeJP,Specific,fullCode,gccgAlign,gccgSet,normalizedtitle,DCpath,dreamcard,released,erratum,ice_errata,RType_Short,RType_Long,png_path,Northern Waste,Eriador,Wilderland,Mirkwood,Greater Gondor,Gondor,Mordor,Sundering Seas,Great Central Plains,Sun-lands,Harnendor,Bellakar,Sirayn,Bay of Ormal,Uttersouth,Ardor,Dominion of the Seven
MEGW,Resource,Minion,-,OLD CARD,-,-,Beast-thrall,-,-,-,-,-,-,-,megw_beastthrall.jpg,"[MP: 2(3); CP: 2(4)] Unique. Jewel. Treasure. Playable at Tower of the Wolf-friend. Sage only. Tap sage and make a roll (+3 for magic users) when facing a Drake creature attack against his company. If the result plus his mind is greater than the attack's prowess, place the creature with this item, it becomes an ally with a normal prowess -7 (cannot be influenced). Only one creature may be with this item at any time. During the untap phase, make the same roll as if the creature would attack (discrd if the roll fails, or if you so chose). Values in parenthesis apply when a creature is with this item.",-,2(3),-,-,-,-,-,24.0,-,unique,Special Item,Jewel,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(GW),0,0,0,-,-,Beast-thrall (GW),-,(GW),beast-thrall,GreatWyrms/Beastthrall.jpg,1.0,0.0,0.0,-,[-],-,megw_beastthrall.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGW,Resource,Dragon-lord,-,OLD CARD,-,-,Beaten into Submission,-,-,-,-,-,-,-,megw_beatenintosubmission.jpg,"[SP: 1] Dragon-lord specific. Playable on an attack by a Dragon hazard- manifestation against your Dragon-lord's company. Tap your Dragon-lord. The attack is cancelled and the Dragon becomes an ally under the control of your Dragon-lord (place him with this card; ignore its card text). Its mind and mp are equal to half its normal mp (round down), prowess is equal to its normal prowess minus 7 (normal body). The ally's skills are warrior if played on a Fire-dragon; scout, if a Winged-dragon; ranger, if a Cold- or Ice- dragon; sage if a female Dragon; diplomat if a male Dragon.     During your organization phase, opponent makes a roll (modified by +1 for each copy of this card on your Dragon-lord). If the result is greater than your Dragon-lord's mind, the ally attacks him (ally's current prowess plus dice roll; cannot be cancelled). After this attack, discard this card and the ally.",Dragon,-,-,-,-,-,-,-,-,-,Permanent-event,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0,-,(GW),0,0,0,-,-,Beaten into Submission (GW),-,(GW),beaten into submission,GreatWyrms/Beaten into Submission.jpg,1.0,0.0,0.0,-,[-],-,megw_beatenintosubmission.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGW,Resource,Hero,-,OLD CARD,-,-,Belegennon,-,-,-,-,-,-,-,megw_belegennon.jpg,"[MP: 2(4); CP: 2(3); Body: +1] Unique. Hoard item. Armor. +1 body (to a maximum of 9). A stored Reforging may be placed with this item to ""restore"" it. Once restored, Belegennon gives 4 mp and 3 corruption points.     Warrior only (if restored): if bearer chooses not to tap against a strike he receives no prowess penalty.",Warrior,2,-,-,-,-,-,2.0,-,unique,Greater Item,Hoard Armor,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(GW),0,0,0,-,-,Belegennon (GW),-,(GW),belegennon,GreatWyrms/Belegennon.jpg,1.0,0.0,0.0,-,[-],-,megw_belegennon.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGW,Resource,Hero,IMPORT Hives,NEED IMAGE,-,-,Beorning Bees,-,-,-,-,-,-,-,megw_beorningbees.jpg,"[MP: 1] Unique. Vermin. Playable at a site in Anduin Vales by a character with Beorn's House as a home site, if the influence check is greater than 5.      tap: : ap: during your end-of-turn phase to bring one Beijabar Bees from your discard pile or sideboard to your play deck and shuffle. This faction only untaps if one of your companies is at Beorn's House.",-,1,-,-,-,-,-,-,tap,unique,Faction,Animal Vermin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(GW),0,0,0,-,-,Beorning Bees (GW),-,(GW),beorning bees,MortalMen/Hives.jpg,1.0,0.0,0.0,-,[-],-,megw_beorningbees.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGW,Resource,Dual,-,OLD CARD,-,-,Blade-master,-,-,-,-,-,-,-,megw_blademaster.jpg,"[CP: 1(2)] Warrior only. Playable on Alatar or a Dunadan, Elf, Man or Orc, if bearing a blade (e.g. a sword or a dagger). If bearer is chosen to face a strike from an attack, you may tap the blade: if the strike is defeated, any remaining strikes from this attack have its prowess and body reduced by the bonuses the blade gives against this attack. Otherwise discard the blade. Bearer makes a CP.     This card gives 2 CP to an overt or minion character. Discard if bearer does not bear a blade.",Warrior,-,-,-,-,-,-,-,-,-,Permanent-event,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(GW),0,0,0,-,warrior,Blade-master (GW),-,(GW),blade-master,GreatWyrms/Blademaster.jpg,1.0,0.0,0.0,-,[-],-,megw_blademaster.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGW,Resource,Minion,-,OLD CARD,-,-,Bone Dragon,-,-,-,-,-,-,-,megw_bonedragon.jpg,"[MP: 3; Mind: 5; P/B: 8/9] Magic. Shadow-magic. Undead. Overt. Playable only on a shadow-magic using character at a tapped or untapped site where an at home Dragon manifestation has been defeated. Unless he is a Ringwraith, the character  makes a CP modified by -4. Cannot be duplicated for an eliminated Dragon manifestation. Discard if not in the company with a shadow-magic using character.",Warrior Shadow-magic,3,-,-,-,-,-,4.0,-,-,Ally,Undead Magic,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(GW),0,0,0,-,-,Bone Dragon (GW),-,(GW),bone dragon,GreatWyrms/Bone Dragon.jpg,1.0,0.0,0.0,-,[-],-,megw_bonedragon.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGW,Resource,Minion,-,OLD CARD,-,-,Bone-hilted Broadsword,-,-,-,-,-,-,-,megw_bonehiltedbroadsword.jpg,[MP: 2; CP: 2; Prowess: +2; Body: (+1)] Hoard item. Weapon. +2 prowess to a maximum of 8 (+3 prowess to a maximum of 9 against Undead). Warrior only: +1 to body to maximum of 8.,Warrior,2,-,-,-,-,-,2.0,-,-,Major Item,Hoard Weapon,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(GW),0,0,0,-,-,Bone-hilted Broadsword (GW),-,(GW),bone-hilted broadsword,GreatWyrms/Bonehilted Broadsword.jpg,1.0,0.0,0.0,-,[-],-,megw_bonehiltedbroadsword.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGW,Resource,Dual,-,OLD CARD,-,-,Bow-master,-,-,-,-,-,-,-,megw_bowmaster.jpg,[CP: 1] Playable on a character bearing and able to use a bow. If target character bears a bow he may tap for Wielded Twice or Raised Again as if he were a sage: shuffle Wielded Twice/Raised Again in the play deck instead of discarding it (if you so choose).,-,-,-,-,-,-,-,1.0,-,-,Permanent-event,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(GW),0,0,0,-,-,Bow-master (GW),-,(GW),bow-master,GreatWyrms/Bowmaster.jpg,1.0,0.0,0.0,-,[-],-,megw_bowmaster.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGW,Resource,Dragon-lord,-,OLD CARD,-,-,Breed Desire,-,-,-,-,-,-,-,megw_breeddesire.jpg,[SP: 1] Dragon-lord specific. Your GI is increased by a number based on the mp of your stored hoard items:     1 - 5 mp: +1;    7 - 11 mp: +3;    12 - 17 mp: +5;    18 or more mp +7.  Cannot be duplicated by a given player.,Dragon,-,-,-,-,-,-,-,-,-,Permanent-event,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0,-,(GW),0,0,0,-,-,Breed Desire (GW),-,(GW),breed desire,GreatWyrms/Breed Desire.jpg,1.0,0.0,0.0,-,[-],-,megw_breeddesire.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGW,Resource,Minion,-,OLD CARD,-,-,Calm Song,-,-,-,-,-,-,-,megw_calmsong.jpg,"Magic. Spirit-magic. Song. Playable on a spirit-magic using character whose company faces a non- automatic, non-maia attack. The attack becomes detainment. Unless he is a Ringwraith, the character makes a CP modified by -3.",Spirit-magic,-,-,-,-,-,-,3.0,-,-,Short-event,Magic Song,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(GW),0,0,0,-,-,Calm Song (GW),-,(GW),calm song,GreatWyrms/Calm Song.jpg,1.0,0.0,0.0,-,[-],-,megw_calmsong.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGW,Resource,Dragon-lord,-,OLD CARD,-,-,Chiefest & Greatest of Calamities,-,-,-,-,-,-,-,megw_chiefestgreatestofcalamities.jpg,[MP: 1; SP: 2; DI: +2] Dragon-lord specific. Playable on your Dragon-lord if you have a Gathered Bone in your mp with an mp of 3 or more. +2 to his DI. -2 to his riddling rolls. You may take a Dragon-lord specific card from your sideboard to your hand when you play this card (or from your discard pile if you are Smaug). Discard this card after a failed riddling roll. Cannot be duplicated by a given player.,Dragon,1,-,-,-,-,-,-,-,-,Permanent-event,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0,-,(GW),0,0,0,-,-,Chiefest & Greatest of Calamities (GW),-,(GW),chiefest & greatest of calamities,GreatWyrms/Chiefest & Greatest of Calamities.jpg,1.0,0.0,0.0,-,[-],-,megw_chiefestgreatestofcalamities.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGW,Resource,Dragon-lord,-,OLD CARD,-,-,Claws Sharpened,-,-,-,-,-,-,-,megw_clawssharpened.jpg,Playable on a Dragon. Each strike against the Dragon receives -1 prowess and -1 body (-2/-2 for a non-warrior Dragon). Discard this card after a strike against the Dragon fails. Cannot be duplicated on a given Dragon.,Dragon,-,-,-,-,-,-,-,-,-,Permanent-event,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(GW),0,0,0,-,-,Claws Sharpened (GW),-,(GW),claws sharpened,GreatWyrms/Claws Sharpened.jpg,1.0,0.0,0.0,-,[-],-,megw_clawssharpened.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGW,Resource,Minion,-,OLD CARD,-,-,Corlagon Roused,-,-,-,-,-,-,-,megw_corlagonroused.jpg,"[MP: 3] Unique. Manifestation of Corlagon. Playable at Cirith Helkaloke if the influence check is greater than 12.  Modifications: influencer discards a major item (+3) or a greater item (+6); if a manifestation of Gondring or Scorba is in play (-3).      All attacks by manifestations of Corlagon against any of your companies are cancelled. Any company moving in Angmar, Dragon Gap, Forochel, Gundabad, and/or Misty Mountains - Northern Spur faces an attack: Fire-dragon -- 2 strikes at 12/8 prowess/body (attacker chooses defending characters).",Winged Light Air,3,-,-,-,-,-,-,-,unique,Faction,Dragon Fire-dragon,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(GW),0,0,0,-,-,Corlagon Roused (GW),-,(GW),corlagon roused,GreatWyrms/Corlagon Roused.jpg,1.0,0.0,0.0,-,[-],-,megw_corlagonroused.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGW,Resource,Dual,-,OLD CARD,-,-,Deceived By His Voice,-,-,-,-,-,-,-,megw_deceivedbyhisvoice.jpg,"Flattery attempt. Playable on a character attempting to influence a faction. Tap the character and make a roll modified by +2 if the character is a diplomat; one diplomat only resource or resource that modifies flattery attempts may be played to modifiy this roll. If the result is greater than the listed values, the influence attempt against the faction is automatically successful without tapping the site, otherwise discard the faction. Against a Hobbit, Man, or Animal faction: 10; against a Dwarf, Wose, Orc or Troll faction: 11; against an Elf, Eagle, Dunadan or Ent faction: 12.",-,-,-,-,-,-,-,-,-,-,Short-event,Flattery,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(GW),0,0,0,-,flattery,Deceived By His Voice (GW),-,(GW),deceived by his voice,GreatWyrms/Deceived by His Voice.jpg,1.0,0.0,0.0,-,[-],-,megw_deceivedbyhisvoice.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGW,Resource,Dragon-lord,-,OLD CARD,-,-,Depredation of the Dragon,-,-,-,-,-,-,-,megw_depredationofthedragon.jpg,"[SP: 2] Dragon-lord specific. Place this card on your Dragon-lord if he is in play. You may place any site your Dragon-lord's company moves away from under this card instead of discarding it. Additionally, your Dragon-lord may tap to place a site in the same or an adjacent region as his current site under this card; (versions of) such site may not be in active play, cannot be a Dragon's Den [K], and one of the considered regions must contain a Dragon's Den.      Any version of a site under this card comes into play tapped; it may be untapped if a company at the site discards a Rebuild the Town, Hold Rebuild and Repaired or Drive Back the Shadow from hand or play during the site phase.",Dragon,-,-,-,-,-,-,-,-,-,Permanent-event,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0,-,(GW),0,0,0,-,-,Depredation of the Dragon (GW),-,(GW),depredation of the dragon,GreatWyrms/Depredation of the Dragon.jpg,1.0,0.0,0.0,-,[-],-,megw_depredationofthedragon.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGW,Resource,Dragon-lord,-,OLD CARD,-,-,Destruction and Savagery,-,-,-,-,-,-,-,megw_destructionandsavagery.jpg,"[MP: 1; SP: 1] Dragon only. Playable on a Dragon character. Any non-Dragon faction brought into play by the Dragon may be placed with this card.      If a faction is with this card, you may place it with the Dragon's current Border-hold [B] or Shadow-hold [S]: it is worth 1 mp and all other player's companies moving through the region containing the site face an attack for each faction attached (type same as faction). This attack has a number of strikes equal to the mp of the faction, and each strike has 8 prowess and 7 body. If the attack is defeated opponent receives the faction as kill mp.  Cannot be duplicated by a given player.",Dragon,1,-,-,-,-,-,-,-,-,Permanent-event,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0,-,(GW),0,0,0,-,-,Destruction and Savagery (GW),-,(GW),destruction and savagery,GreatWyrms/Destruction and Savagery.jpg,1.0,0.0,0.0,-,[-],-,megw_destructionandsavagery.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGW,Resource,Dual,-,OLD CARD,-,-,Dire Negotiations,-,-,-,-,-,-,-,megw_direnegotiations.jpg,"Offering attempt. Playable on a character whose company is facing a non-detainment attack of the type listed below. Character makes a roll modified by his unused EI, +2 if a diplomat, +3 for each non-unique animal ally (or character taken prisoner) that you decide to eliminate from the company. If successful, the attack is cancelled and the hazard limit for the character's company is decreased by 2. This influence check is successful if the result is greater than: 11 against a Dragon; 12 against Drakes, Giant, Orcs, or Trolls, 13 against Awakend Plants, Demons or Spawn.",-,-,-,-,-,-,-,-,-,-,Short-event,Offering,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(GW),0,0,0,-,-,Dire Negotiations (GW),-,(GW),dire negotiations,GreatWyrms/Dire Negotiations.jpg,1.0,0.0,0.0,-,[-],-,megw_direnegotiations.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGW,Resource,Dragon-lord,-,OLD CARD,-,-,Dragon Mindbend,-,-,-,-,-,-,-,megw_dragonmindbend.jpg,"[SP: 2; Mind: -2] Dragon-lord specific. Playable on a company. A character (even a non-Dwarf hero) with a mind up to 8 may be played with the company at a Dragon's Den [K]; place this card with the character. -2 to his mind to a minimum of 4. No rolls are required for this character to stay in play. This card may also be played with a starting company in lieu of a minor item (reveal it when starting companies are determined as if it were a character).     Alternatively, may also be played on a character in an opponent's company at your Dragon-lord's site. All influence attempts against this character are modified by +4; if the attempt is successfull, the characacter joins your company. Cannot be duplicated by a given Dragon-lord.",Dragon,-,-,-,-,-,-,-,-,-,Permanent-event,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0,-,(GW),0,0,0,-,-,Dragon Mindbend (GW),-,(GW),dragon mindbend,GreatWyrms/Dragon Mindbend.jpg,1.0,0.0,0.0,-,[-],-,megw_dragonmindbend.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGW,Resource,Dual,-,OLD CARD,-,-,Dragon-egg,-,-,-,-,-,-,-,megw_dragonegg.jpg,"[MP: 1; CP: 2] Treasure. Playable at any site on which Dragon's Nest is in play (even if tapped), if Dragon's Nest has been rotated the same turn or after defeating a strike from a female Dragon character at this site during CvCC. May be stored any hold for a different effect: Dwarf-hold + 3 to all influence attempts against faction or characters at this site till the end of the turn; Elf-hold: take any 2 Knowledge cards from your sideboard to your hand; Atani-hold: make any non-unique hoard or treasure item playable at the site this turn; any other hold: place one special item playable at the hold on the storing character, the item may come from hand, discard pile or sideboard.",-,1,-,-,-,-,-,2.0,invert,-,Special Item,Treasure,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(GW),0,0,0,-,-,Dragon-egg (GW),-,(GW),dragon-egg,GreatWyrms/Dragonegg.jpg,1.0,0.0,0.0,-,[-],-,megw_dragonegg.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGW,Resource,Dragon-lord,-,OLD CARD,-,-,Dragon-hatchling,-,-,-,-,-,-,-,megw_dragonhatchling.jpg,"[MP: 1; SP: 1; Mind: 1; P/B: 4/8] Dragon-lord specific. Playable by your Dragon-lord at a tapped or untapped site containing a hoard, if you discard a Dragon-egg from the company. Each time Dragon-hatchling's company defeats a creature you may place it with him (it is still considered Gathered Bones): for every two creatures placed with him, his prowess is increased by two and his mind by one.",-,1,-,-,-,-,-,-,-,-,Ally,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0,-,(GW),0,0,0,-,Dragon-lord,Dragon-hatchling (GW),-,(GW),dragon-hatchling,GreatWyrms/Dragonhatchling.jpg,1.0,0.0,0.0,-,[-],-,megw_dragonhatchling.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGW,Resource,Dual,-,OLD CARD,-,-,Dragon-scales,-,-,-,-,-,-,-,megw_dragonscales.jpg,"[MP: 4; CP: 3; DI: +3; P: +1; B: +2] Playable at a Dragon's lair, if the associated Dragon has been defeated and you discard a Reforging or Dark-forges from the company. Armor. Helmet. +2 body (to a maximum of 10). Warrior only. +1 prowess. +3 to DI. Bearer cannot be targeted by dark/light enchantments.      tap: cancel one attack from a Dragon or Drake hazard creature or automatic-attack.      Dragon's Curse and Dragon-sickness may be played on the bearer without further requirements. Cannot be duplicated for a given Dragon. ",Warrior,4,-,-,-,-,-,3.0,-,-,Special Item,Armor Helmet,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(GW),0,0,0,-,-,Dragon-scales (GW),-,(GW),dragon-scales,GreatWyrms/Dragonscales.jpg,1.0,0.0,0.0,-,[-],-,megw_dragonscales.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGW,Resource,Dual,-,OLD CARD,-,-,Dragon-teeth Necklace,-,-,-,-,-,-,-,megw_dragonteethnecklace.jpg,"[MP: 3; CP: 2; DI: +2] Unique. Treasure. Trophy. Playable at any tapped or untapped site, if the company has defeated a manifestation of a unique Dragon or Drake this turn. +2 DI against Dragons, Dwarves and Men. -4 to bearer's flattery and offering attempts. Cannot be transferred.     tap: force a Dwarf at a site in the same region to make a CP modified by -2; if target Dwarf fails, he attacks the bearer of this item (as if in single character CvCC; ignore any other effects).",-,3,-,-,-,-,-,2.0,-,unique,Special Item,Trophy Treasure,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(GW),0,0,0,-,-,Dragon-teeth Necklace (GW),-,(GW),dragon-teeth necklace,GreatWyrms/Dragonteeth Necklace.jpg,1.0,0.0,0.0,-,[-],-,megw_dragonteethnecklace.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGW,Resource,Minion,-,OLD CARD,-,-,Dragon-totem,-,-,-,-,-,-,-,megw_dragontotem.jpg,"[MP: 0; CP: 1] Dragon-lord specific. Leader only: +2 to bearer's rolls to bring characters into play. All Nazgul, Orc and Troll attacks keyed to Dark-domains [d], Dark-holds [D] and Shadow-holds [S] against his company are not detainment. Cannot be duplicated on a given leader.",Leader Dragon,-,-,-,-,-,-,1.0,-,-,Minor Item,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(GW),0,0,0,-,Dragon-lord,Dragon-totem (GW),-,(GW),dragon-totem,GreatWyrms/Dragontotem.jpg,1.0,0.0,0.0,-,[-],-,megw_dragontotem.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGW,Resource,Dragon-lord,-,OLD CARD,-,-,Dragon's Abode,-,-,-,-,-,-,-,megw_dragonsabode.jpg,[MP: (1); SP: 1] Dragon-lord specific. Playable on a Dragon's Den [K]. The site is never discarded or returned to the location deck. You may discard this card during the organization phase. This card is worth 1 mp if played on a Dragon's Den that is not your Dragon-lord's home site. Cannot be duplicated on a given site.,Dragon,(1),-,-,-,-,-,-,-,-,Permanent-event,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0,-,(GW),0,0,0,-,-,Dragon's Abode (GW),-,(GW),dragon's abode,GreatWyrms/Dragons Abode.jpg,1.0,0.0,0.0,-,[-],-,megw_dragonsabode.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGW,Resource,Dragon-lord,-,OLD CARD,-,-,Dragon's Dream,-,-,-,-,-,-,-,megw_dragonsdream.jpg,"[SP: 1; DI: -2; Prowess: -2] Dragon-lord specific. Dream mode. Playable during the organization phase on your Dragon-lord at a Dragon's Den [K].   Return this card to your hand: when you play another mode card, or during your organization phase if you so choose.   +5 to your GI.   Discard this card if your Dragon-lord moves.",Dragon,-,-,-,-,-,-,-,-,-,Permanent-event,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0,-,(GW),0,0,0,-,-,Dragon's Dream (GW),-,(GW),dragon's dream,GreatWyrms/Dragons Dream.jpg,1.0,0.0,0.0,-,[-],-,megw_dragonsdream.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGW,Resource,Dragon-lord,-,OLD CARD,-,-,Dragon's Nest,-,-,-,-,-,-,-,megw_dragonsnest.jpg,"[MP: 1; SP: 1; Prowess: +2] Dragon-lord specific. Playable on a Female Dragon (even an ally) at a Dragon's Den [K], if you have Mating Duel in play. Tap the Dragon. +2 to her prowess.     If you have Mating Duel in play, you may rotate this card 90deg once during the site phase and make a body check modified by -1 (-2 if an avatar) to play one Dragon-egg with a character at the site; the item may also be taken from your discard pile. When this card is rotated 360deg, discard Mating Duel or discard this card. Discard this card if the Dragon moves. Cannot be duplicated on a given Dragon.",Dragon,1,-,-,-,-,-,-,tap invert rotate,-,Permanent-event,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0,-,(GW),0,0,0,-,-,Dragon's Nest (GW),-,(GW),dragon's nest,GreatWyrms/Dragons Nest.jpg,1.0,0.0,0.0,-,[-],-,megw_dragonsnest.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGW,Resource,Dragon-lord,-,OLD CARD,-,-,Dragonfire and Savage Swords,-,-,-,-,-,-,-,megw_dragonfireandsavageswords.jpg,"[MP: 4; SP: 2] Dragon-lord specific. Playable during the site phase at a site which is a version of either a hero Haven [H] or an unprotected Wizard/Lord-haven, if you have at least 6 SP. Tap the site if untapped. The company faces 2 attacks (attack type: same as automatic-attack, or Men for Wizardhaven)  -- 5 strikes with 9 prowess; 2 strikes with 12 prowess). After these attacks, tap your Dragon-lord or 2 characters in the company to place this card in your mp, or discard this card. All versions of the site become a Free-hold [F] if it was hero Haven [H] or a Ruins & Lairs [R] if it was a Lord-haven [H].  Cannot be duplicated at a given site.",Dragon,4,-,-,-,-,-,-,-,-,Permanent-event,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0,-,(GW),0,0,0,-,-,Dragonfire and Savage Swords (GW),-,(GW),dragonfire and savage swords,GreatWyrms/Dragonfire and Savage Swords.jpg,1.0,0.0,0.0,-,[-],-,megw_dragonfireandsavageswords.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGW,Resource,Dual,-,OLD CARD,-,-,Driven into Exile,-,-,-,-,-,-,-,megw_drivenintoexile.jpg,"[Mind: +1] Playable on a Dwarf. Target Dwarf receives +1 mind. Whenever he becomes wounded, you may take one Old Grudge from your discard pile to your hand.If target is a non-Longbeard Dwarf with a mind of 8 or  more, King Under the Mountain may be played on him (as if on Dain II) at sites not in Wilderland or its adjacent regions; you may play King Under the Mountain and Returned Exiles at such sites even if in play by an opponent. Cannot be duplicated on a given Dwarf.",Dwarf,-,-,-,-,-,-,-,-,-,Permanent-event,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(GW),0,0,0,-,-,Driven into Exile (GW),-,(GW),driven into exile,GreatWyrms/Driven into Exile.jpg,1.0,0.0,0.0,-,[-],-,megw_drivenintoexile.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGW,Resource,Dragon-lord,-,OLD CARD,-,-,Eaten Half a Village,-,-,-,-,-,-,-,megw_eatenhalfavillage.jpg,Dragon only. One roll by a Dragon character to bring a character into play (or keep him in play) is modified by +2 for every Gathered Bones in your mp.,Dragon,-,-,-,-,-,-,-,-,-,Short-event,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(GW),0,0,0,-,-,Eaten Half a Village (GW),-,(GW),eaten half a village,GreatWyrms/Eaten Half a Village.jpg,1.0,0.0,0.0,-,[-],-,megw_eatenhalfavillage.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGW,Resource,Minion,-,OLD CARD,-,-,Elfhewer,-,-,-,-,-,-,-,megw_elfhewer.jpg,[MP: 2; DI:[+2]; P/B: +2/-; CP:2]Unique. Weapon. Playable at Goblin-gate. May also be played if the site is tapped if Great Lord of Goblin-gate is in the company. Warrior only: +2 prowess to a maximum of 9 (+3 against Elves to a maximum of 10 and -1 to strike's body).Leader only: +2 DI against Orcs.Orc with a mind 7 or more: TAP during strike assignment to allow bearer to face all strikes from an Elf attack (as though he were a one-character company).,Leader Orc Warrior,2,-,-,-,-,-,2.0,-,unique,Special Item,Weapon,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(GW),0,0,0,-,-,Elfhewer (GW),-,(GW),elfhewer,GreatWyrms/Elfhewer.jpg,1.0,0.0,0.0,-,[-],-,megw_elfhewer.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
