Set,name,graphics,text,type,rarity,unique,prowess,body,mind,influence,mp,home_site,skills,race,class,cp,back,sp,specific,strikes,subclass,site_type,site_path,draw,draw_opp,region,haven,playable,auto_attack,special
gw,Rings of Power,Rings of Power.jpg,"All players may take one ring item from their discard pile to their hand (regardless of other cards in play). Alternatively, play to cancel the effects of Rolled down to the Sea before it resolves. Remove this card from the game.",Hero Resource,C,,,,,,,,,,Short-event,,,,,,,,,,,,,,,
gw,Rivermen of the Anduin Vales,Rivermen of the Anduin Vales.jpg,Unique. Playable at Mathlaburg if the influence check is greater than 7.Standard Modifications: character with a home site in Anduin Vales or Western Mirkwood (+2). tap: reveal the top five cards of your play deck and take one ring item thus revealed to your hand; shuffle the rest back into the play deck.,Hero Resource,C,yes,,,,,1,,,,Man Faction,,,,,,,,,,,,,,,
gw,Scara-hai,Scara-hai.jpg,"Unique. Playable at Durthang if you have a sage and a leader at the site, and if the influence check is greater than 10.Standard Modifications: Scara-hai (+2), each wolf ally in the company (+1), Ungol Orcs (-2). Your Orcs controlling Counterfeit are considered Scara-hai, not Half-orc. This faction is also considered a Wolf faction. It gives 3 mp if you have a company containing a Scara-hai at a site in Gondor.",Minion Resource,R,,,,,,1(3),,,,Orc Faction,,,,,,,,,,,,,,,
gw,Sceptre of Spirits,Sceptre of Spirits.jpg,"Unique. Staff. Playable at Mistrand.+2 EI against Man characters and factions playable at sites in Harrhûn or its adjacent regions. If bearer is a Man character with a mind of five or more, he can use spirit-magic and receives +2 to his CP from using magic resources.",Hero Resource,R,yes,,,,+2,1,,,,Special Item,1,,,,,,,,,,,,,,
gw,Second-in-Command,Second-in-Command.jpg,Command. Playable on Mauhúr or a non- unique Orc leader. You may start the game with this card in lieu of playing a minor item. The leader does not count towards the maximum number of leaders the company may contain. He gains an additional home site: any Shadow-hold [S] Orc-hold. Discard if the company does not contain an avatar or a leader with a mind higher than target leader’s.,Minion Resource,C,,,,,,,,,,Permanent-event,,,,,,,,,,,,,,,
gw,Servants in the South and East,Servants in the South and East.jpg,Minion only. Playable on a Man character with a home site in Mordor. The character becomes a leader. He is considered a Troll for the purpose of interpreting Whip and Orc factions. Any Man factions he successfully influences at sites in Mordor or its adjacent regions may be placed under his control; discard the factions if he leaves play.,Minion Resource,U,,,,,,,,,,Permanent-event,,,,,,,,,,,,,,,
gw,Severed Tokens,Severed Tokens.jpg,Trophy. Playable on a Foul Trophies. Keep this card with the Foul Trophies (discard either when the other leaves play). Target Foul Trophies may be stored at a Darkhaven [K]. This card gives 1 mp if stored; otherwise it yields 1 trophy mp. Cannot be duplicated on a given Foul Trophies.,Minion Resource,C,,,,,,(1),,,,Permanent-event,,,,,,,,,,,,,,,
gw,Severed Tokens,Severed Tokens.jpg,"Trophy. Playable on a Foul Trophies. You may take one card with ‘despair’ in its title from your discard pile to your hand. Keep this card with the Foul Trophies (discard when it leaves play). Target Foul Trophies may be stored at a Darkhaven [K]. This card yields 1 trophy mp if not stored, and gives 1 mp if stored. Cannot be duplicated on a given Foul Trophies.",Minion Resource,C,,,,,,(1),,,,Permanent-event,,,,,,,,,,,,,,,
gw,Sharpen Up,Sharpen Up.jpg,Playable on a Saw-toothed Blade during the site phase at a Ruins & Lairs [R]. Tap the bearer of Saw-toothed Blade. The Saw-toothed Blade now gives an extra +1 prowess (+3 against Elves and Maia). Cannot be duplicated on a given Saw-toothed Blade.,Minion Resource,C,,+1(+3),-,,,1,,,,Permanent-event,1,,,,,,,,,,,,,,
gw,Slaves of Nurn,Slaves of Nurn.jpg,"Unique. Playable at Ostigurth if Hold Rebuild and Repaired is played on the site and if the influence check is greater than 8.Standard Modifications: overt leader (+2; +4 if bearing a Whip), any Orc faction playable at a site in Mordor (-2). Once in play, the number required to influence this faction is 0. tap: bring a food item from your discard pile to your play deck and shuffle.",Minion Resource,R,yes,,,,,2,,,,Slave Faction,,,,,,,,,,,,,,,
gw,Slew the Great Warrior,Slew the Great Warrior.jpg,"Warrior only. Trophy. Playable during the site phase on an untapped overt warrior, if you have an Orc or Troll faction in play normally worth 2 mp or more; must be played at a Ruins & Lairs [R], Border-hold [B], or Free-hold [F] in the region containing the site where the faction is playable (or an adjacent region). Character faces an attack: Dúnadan — 1 strike with 12 prowess. If the attack is not defeated, discard this card. Cannot be duplicated at a given site.",Minion Resource,C,,,,,,1,,,,Permanent-event,,,,,,,,,,,,,,,
gw,Some Elvish Plot or Weapon,Some Elvish Plot or Weapon.jpg,"Playable during the site phase on a wounded Orc or Troll. Target character makes a body check modified by +2 (by +1 if a leader is in the company). If still in play afterwards, he may play an item normally playable at the site as if he were untapped (ignore any requirement that he must tap; character remains wounded). Otherwise the company faces all automatic-attacks again and the site phase immediately ends.",Minion Resource,C,,,,,,,,,,Short-event,,,,,,,,,,,,,,,
gw,Spiders of Mirkwood,Spiders of Mirkwood.jpg,"Unique. Playable at Mountains of Mirkwood if the influence check is greater than 12.Modifications: eliminate a character or prisoner in the company to modify the check by adding his mind. If you have a mustering card in play, this faction may move to any region in Mirkwood. tap: bring one Flies and Spiders or Spiders Huge and Horrible from your discard pile to your play deck and shuffle.",Minion Resource,C,yes,,,,,3,,,,Spider Faction,,,,,,,,,,,,,,,
gw,Spies into Mordor,Spies into Mordor.jpg,"Quest. Playable in lieu of playing a minor item with a starting company. When you have a company at a site in Mordor, bring Mordor in Ruins into play from your sideboard (if not in play). When you play a Stolen Knowledge card with a company at a site in Mordor, rotate this card 90°. If rotated at least once, you may store Stolen Knowledge cards at any Border-hold [B] or Free-hold [F]. If fully rotated, you may flip this card. Cannot be duplicated by a given player.",Hero Resource,C,,,,,,,,,,Permanent-event,,,,,,,,,,,,,,,
gw,Strange as News from Bree,Strange as News from Bree.jpg,"Quest. Only playable in lieu of playing a minor item with a starting company; any player may bring Strange as News from Bree into play from his sideboard. Cannot be duplicated by a given player. Discard a Stolen Knowledge card from play to force opponent to reveal his hand; if he has a character in hand, he must discard it or you may shuffle one hazard from your sideboard into your play deck (opponent’s choice); then you may flip this card.",Hero Resource,C,,,,,,,,,,Permanent-event,,,,,,,,,,,,,,,
gw,Strong and Fell,Strong and Fell.jpg,"Playable on an Orc or Troll. Target character receives +2 prowesss against Vermin. If he is wounded, once per phase he may make a body check modified by +2 (by +1 if a leader is in the company) and (if still in play afterwards) play a resource event that requires one of his skills, as if he were untapped (ignore any requirement that he must tap; character remains wounded). Cannot be duplicated on a given character.",Minion Resource,C,,(+2,-),,,,,,,Permanent-event,,,,,,,,,,,,,,,
gw,Strong and Fell,Strong and Fell.jpg,"Playable on an Orc or Troll. If target character is wounded, once per phase he may make a body check modified by +2 (by +1 if a leader is in the company) and (if still in play afterwards) play a resource event that requires one of his skills, as if he were untapped (ignore any requirement that he must tap; character remains wounded). Cannot be duplicated on a given character.",Minion Resource,C,,,,,,,,,,Permanent-event,,,,,,,,,,,,,,,
gw,Sulfur-spawn,Sulfur-spawn.jpg,"Unique. Spawn. Manifestation of Spider of the Môrlat. Playable at The Sulfur-deeps. Unless you discard a trophy or prisoner from the company, opponent makes a roll during the end-of-turn phase; if the result is greater than the prowess of its controlling character, the company faces an attack: Spider — 1 strike with 16 prowess (cannot be cancelled; any character wounded is eliminated).tap: cancel a Spider or Spawn attack against the company.",Minion Resource,R,yes,9/9,,3,,2,,,,Ranger Ally,,,,,,,,,,,,,,,
gw,The Ashdurbuk,The Ashdurbuk.jpg,"Unique. Playable on an Orc leader at a site with an automatic-attack in Wilderland or its adjacent regions. +1 to target leader’s mind. He may tap to untap one of his followers. Command cards he controls are not returned to your hand automatically. If he bears a Whip, one command card he controls does not give -2 EI. Discard if an Orc with a mind higher than target leader’s is in play.",Minion Resource,R,yes,,,+1,,,,,,Permanent-event,,,,,,,,,,,,,,,
gw,The Goblins Are upon You!,The Goblins Are upon You!.jpg,"Playable on a company containing at least two Orcs and facing an attack (not a non-combat attack). Each Orc and wolf ally in the company receives +1 prowess (+2 against Dwarves) and -1 body against this attack, and also against the next attack the company faces. Cannot be duplicated on a given attack.",Minion Resource,U,,,,,,,,,,Short-event,,,,,,,,,,,,,,,
gw,The Morgul-lord,The Morgul-lord.jpg,"Black player only. Place this card on The Witch-king if in play as your Ringwraith. You may play this card in lieu of a minor item in your starting company and start the game at Carn Dûm; The Witch-king gains this site as a home site. If on The Witch-king, he becomes a Warlord and a leader. The Iron Crown affects The Witch-king. Discard to take Sea-helm of Ciryatan or Vasamacil from your discard pile to your hand. Cannot be duplicated.",Minion Resource,C,,,,,,,,,,Permanent-event,,,1,,,,,,,,,,,,
gw,The Necromancer,The Necromancer.jpg,Manifestation of The Lidless Eye. Playable if you have not revealed a Ringwraith. You are Sauron. You may not play Ringwraith characters. +3 to your GI. Discards and prevents the play of Bade to Rule. Each of your agent minions requires one less influence to control. You may bring agent minions into play at any Darkhaven [K]. The hazard limit for your overt companies is increased by one (to a minimum of 3). tap: during the organization phase to bring any one card from your sideboard to your play deck (or 3 to your discard pile) and shuffle.,Minion Resource,U,,,,,,,,,,Permanent-event,,,,,,,,,,,,,,,
gw,The Necromancer,The Necromancer.jpg,"Manifestation of The Lidless Eye. Playable if you have not revealed a Ringwraith. You are Sauron. You may not play Ringwraith characters. +3 to your GI. Discards and prevents the play of Bade to Rule. Each of your agent minions requires one less influence to control; such characters may be brought into play at any Darkhaven [K]. The hazard limit for your overt companies is increased by one (to a minimum of 3). tap: during the organization phase to bring any one card from your sideboard to your play deck (or 3 to your discard pile), or during the long-event phase to prevent one of your long-event resources in play from being discarded.",Minion Resource,U,,,,,,,,,,Permanent-event,,,,,,,,,,,,,,,
gw,The Ongrum,The Ongrum.jpg,"Unique. Staff. +3 EI against Orc factions playable at sites in Mordor. If bearer is an overt leader, he may automatically influence any Orc faction only playable at Cirith Ungol. Discard to give bearer +3 prowess against a strike; after the strike, untap all tapped Orcs in the company.",Minion Resource,C,,,,,+3,2,,,,Major Item,2,,,,,,,,,,,,,,
gw,The Ring's Dominion,The Ring's Dominion.jpg,"Playable on your Wizard or Ringwraith if you have Powers Too Dark and Terrible or Spells Born of Discord in play. tap: if your avatar is able to use a ring he bears to tap the ring and use it as if he had tapped; target ring cannot be used again this turn and your hand size is increased by one. Unless he is a Ringwraith, the avatar makes a CP. Cannot be duplicated by a given player.",Minion Resource,C,,,,,,,,,,Permanent-event,,,1,,,,,,,,,,,,
gw,The Slow Torment of Years,The Slow Torment of Years.jpg,"Playable on a prisoner you have stored at Barad-dûr or Dol Guldur. At the start of each of his organization phases, rotate this card 90° and make a body check for target prisoner, modified by +1 for each time rotated. If still in play afterwards, all of opponent’s characters in play with the same home site as the prisoner make a CP, modified by -1 for each time rotated (to a maximum of 4). If the prisoner is eliminated, store this cardp: it now gives 2 mp. Discard if target character is not a prisoner. Cannot be duplicated on a given prisoner.",Minion Resource,U,,,,,,(2),,,,Permanent-event,,,,,,,,,,,,,,,
gw,The Úlairi Arose,The Úlairi Arose.jpg,"-2 to your GI (-1 if you are The Witch-king). You may start the game with this card in lieu of playing a minor item. You may discard this card instead of discarding any Ringwraith followers when your mode event is discarded. tap: to take one Ringwraith or They Ride Together from your discard pile to your hand; if they are in a mode and you have played They Ride Together this turn, the company may move with region movement.",Minion Resource,U,,,,,,,,,,Permanent-event,,,1,,,,,,,,,,,,
gw,The Unfaithful,The Unfaithful.jpg,"Sauron only. Diplomat only. +3 to an influence check by the diplomat against a Man or Dúnadan faction (+6 if the faction is playable at his home site). If this is an opponent’s hero faction, the check receives an additional +6; if successful, the faction is not discarded but placed in your mp together with this card. Target faction cannot tap. Cannot be duplicated for a given influence check.",Minion Resource,C,,,,,,1,,,,Short-event,,,,,,,,,,,,,,,
gw,There's Queer Folk About,There's Queer Folk About.jpg,"When you store a Stolen Knowledge card (to a maximum of twice per turn), place it with this card, rotate this card 90°, and rotate any other There’s Queer Folk About back 90°; you may take An Untimely Whisper or Secret News from your sideboard or discard pile to your hand. If this card is fully rotated, it gives 3 mp.",Hero Resource,C,,,,,,(3),,,,Permanent-event,,,,,,,,,,,,,,,
gw,Tribute to Sauron,Tribute to Sauron.jpg,"Black player only. Playable on a Border-hold [B] if you tap a diplomat at the site. The site does not leave active play. If there is a faction in play at any version of the site, this card gives 1 mp. Additionally, any unique hero faction in play at the site gives 1 less faction mp (even to a Fallen-wizard). A hero diplomat or avatar at the site may tap to discard this card. Cannot be duplicated on a given site.",Minion Resource,C,,,,,,(1),,,,Permanent-event,,,,,,,,,,,,,,,
gw,Trophy-belt,Trophy-belt.jpg,"May only be borne by an Orc or Troll. Place any trophies bearer controls with this item (keep them with it); it now cannot be transferred (unless bearer is eliminated). If bearer controls more mp from trophies than any other character in the company, he must face the first strike of any attack against the company that does not choose defending characters. When there are trophies with this item worth a total of 3 mp or more, bearer becomes a leader; this item gives 2 mp if stored.",Minion Resource,C,,,,,,(2),,,,Minor Item,1,,,,,,,,,,,,,,
gw,Twisted Trees,Twisted Trees.jpg,"Sorcery. Playable on a Darkhaven [K], Dark-hold [D] or Shadow-hold [S]. A sorcery-using character here may tap and make a CP modified by -4; if still in play afterwards, place one non-unique Awakend Plant creature with this card, taken from your hand or your company at the site. Only one creature can be with this card. It may be played against a company moving through the site’s region (or an adjacent region), or discarded to cancel an Awakened Plant creature attack against one of your companies. Cannot be duplicated on a given site. Discard if the site leaves play.",Minion Resource,C,,,,,,,,,,Permanent-event,,,,,,,,,,,,,,,
gw,Use with Terrible Effect,Use with Terrible Effect.jpg,"Rotate 90° when you successfully play a Dragon faction having modified the influence attempt by discarding an item (or removing it from the game). For each time rotated, this card gives 1 mp and your Fever of Unrest require one fewer Wilderness [w] to play a Dragon hazard creature. Additionally, you may play Long Grievous Siege on your Dragon factions, and one hazard event in response to an opponent’s company facing an attack created by your Dragon faction.",Minion Resource,C,,,,,,(*),,,,Permanent-event,,,,,,,,,,,,,,,
gw,Valleys Have Ears,Valleys Have Ears.jpg,"Playable on your Ringwraith. tOnce per turn he may tap to look at a number of cards from the top of any one play deck equal to twice the number of factions you have in play at sites in his current territory. If from your opponent’s play deck, place these cards back on top in random order. If from your play deck, choose and take one into your hand, and return the rest to the top of your play deck in any order you choose.",Minion Resource,C,,,,,,,,,,Permanent-event,,,,,,,,,,,,,,,
gw,Variag-king of Khand,Variag-king of Khand.jpg,"Black player only. Place this card on Ûvatha the Ringwraith if in play as your Ringwraith. You may play this card in lieu of a minor item in your starting company and start the game at Mistrand; Ûvatha gains this site as a home site. If on Ûvatha, he becomes a Warlord and a leader. Any attack against his company receives -1 to its prowess and strikes (to a minimum of 2) for each Uvatha Unleashed played this turn. Discard to take Bat-winged Helmet or Messenger of Mordor from your discard pile to your hand. Cannot be duplicated.",Minion Resource,U,,,,,,,,,,Permanent-event,,,1,,,,,,,,,,,,
gw,Vasamacil,Vasamacil.jpg,Unique. Weapon. Playable by The Witch-king at any site in Eriador or Gondor (does not tap the site). This item only affects The Witch-king; he may use sorcery and need not be taken back to hand on a body check result of 8. Undead attacks against his company are always detainment. Any non-unique Undead hazard creature may be played keyed to his region. tap: play one Riven Gate from your discard pileon The Witch-king as if from hand.,Minion Resource,C,yes,,,,,,,,,Special Item,,,1,,,,,,,,,,,,
gw,Watch over Mordor,Watch over Mordor.jpg,"Remove Mordor in Ruins from the game (if in play). You may play Tower Raided on any Dark-hold [D] in Mordor (as if at a Shadow-hold [S]). Invert this card when you successfully play Tower Raided on a site in Mordor. If inverted, this card gives 4 mp. Only one copy of this card can be inverted. Re-invert if you do not have Tower Raided on a site in Mordor.",Hero Resource,C,,,,,,(4),,,,Permanent-event,,,,,,,,,,,,,,,
gw,We Are Fighting Uruk-hai!,We Are Fighting Uruk-hai!.jpg,"Command. Playable on an Uruk-hai if another Orc in his company is facing a strike. Target Uruk-hai immediately faces the strike instead of the assigned Orc; he receives +2 prowess and -1 body against the strike. After the attack, he makes a CP modified by -2.",Minion Resource,C,,,,,,,,,,Short-event,,,,,,,,,,,,,,,
gw,Weapons of Morgul,Weapons of Morgul.jpg,"Unique. tap: during the organization phase and discard a magic card from hand to search your discard pile or play deck and take up to three of the following cards to your hand: Helm of Fear, Morgul-blade, The Fiery Blade, or an item only playable by a Ringwraith. This card does not untap normally; instead, tap your avatar to untap this card.",Minion Resource,R,yes,,,,,,,,,Permanent-event,,,,,,,,,,,,,,,
gw,Wholesome Forest,Wholesome Forest.jpg,"Attacks against minion and overt companies keyed to a region or site in Mirkwood receive +1 prowess and strikes for every two unique hero factions in play at such sites. If inverted, this card gives 3 mp (even to an Elf-lord). Wizard or Elf-lord only: invert this card when you store Pass the Doors of Dol Guldur or if Towers Destroyed is fully rotated; flip any Land of the Necromancer in play.",Hero Resource,C,,,,,,(3),,,,Permanent-event,,,,,,,,,,,,,,,
gw,Widuskapin Ritual,Widuskapin Ritual.jpg,"Ritual. Playable on Woodmen-town. Discard a minor item from a company at this site to heal (from wounded to untapped) a non- overt, non-Ringwraith character at the site. Alternatively, discard to heal (from wounded to untapped) a character anywhere whose home site is Woodmen-town. Discard when the site leaves play. Cannot be duplicated on a given site.",Hero Resource,C,,,,,,,,,,Permanent-event,,,,,,,,,,,,,,,
gw,Winged Terror,Winged Terror.jpg,"Winged. Only playable by a Ringwraith at a tapped or untapped Barad-dûr, Dol Guldur, or Minas Morgul. Return its controlling Ringwraith to your hand if this ally leaves play. The company is always overt. If each Ringwraith in the company controls a Winged Terror or Creature of an Older World, the company is in Fell Rider mode. tap: allow its controlling Ringwraith to assign his strikes during CvCC regardless of his status.",Minion Resource,C,,5,8,3,,,,,,Warrior Ally,,,,,,,,,,,,,,,
gw,Wolf-den,Wolf-den.jpg,"Playable if you have a Wolf faction in play, on an Orc-hold where you have an Orc faction in play. Discard if these conditions are not met or the site leaves play. Your wolf allies at the site heal during their untap phase. Orc-mounts can be duplicated on your companies that contain two or more wolf allies. Cannot be duplicated on a given site. tap: during the organization phase to take Orc-mounts or a wolf ally from your discard pile to your hand.",Minion Resource,C,,,,,,,,,,Permanent-event,,,,,,,,,,,,,,,
gw,Wraiths of Mordor,Wraiths of Mordor.jpg,"Unique. Playable at Urlurtsu Nurn if the influence check is greater than 12. Standard Modifications: Ringwraith (+4), magic user (+2). Each time a creature or character is eliminated and one of your Morgul-blade or The Fiery Blade was discarded as result, place it with this faction (it still gives normal kill mp). This faction gives +1 mp for each card placed with it (to a maximum of 4). When Banishment is played at a site in Nurn, remove all cards placed with this faction from the game.",Minion Resource,R,yes,,,,,1(*),,,,Undead Faction,,,,,,,,,,,,,,,
gw,Yellow-fanged Guard,Yellow-fanged Guard.jpg,"Playable on a non-unique Orc. Target Orc need not tap to take a character prisoner. If he controls a prisoner, he receives +1 prowess and body. Additionally, if you are a Fallen-wizard, target Orc becomes a Half-orc. If you are a black player, target Orc becomes a Scara-hai. Cannot be duplicated on a given Orc.",Minion Resource,C,,(+1,+1),,,,,,,Permanent-event,,,,,,,,,,,,,,,
nec,Barad-wath,Barad-wath.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{S},{w}{s}{s}{s}{s}{d},2,4,Nurn,Lórien,"Items (minor, major) —battle-gear items only—",Orcs — each character faces a strike with 8 prowess,"it is considered a Stolen Knowledge resource, and you may discard it to cancel all attacks from Mordor in Arms or Barad-wath against one of your companies."
nec,Barad-wath,Barad-wath.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{S},{s}{d}{d},1,1,Nurn,Minas Morgul,,Orcs — each character faces a strike with 7 prowess (detainment against overt companies),Orcs — 4 strikes with 9 prowess.
nec,Chelkar,Chelkar.jpg,,Resource,U,,,,,,,,,,Region,,,,,,,,,,,,,,,
nec,Durthang,Durthang.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{D},{w}{b}{f}{w}{s}{d}{d},3,4,Udûn,Lórien,"Items (minor, major, greater)",(1st) Orcs 4 — strikes with 7 prowess (2nd) Wolves — 3 strikes with 8 prowess,"it is considered a Stolen Knowledge resource, and you may discard it to cancel a Demon or Wolf attack against one of your companies."
nec,Durthang,Durthang.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{D},{s}{d}{d},1,1,Udûn,Minas Morgul,,Orcs. Wolves — 2 strikes with 8 prowess (detainment),"Any non-unique wolf ally is playable at this site by a Scara-hai Orc who does not yet control a wolf ally. While this site is in play, all Demon attacks against companies at or moving to a site in Mordor or its adjacent regions receive +1 to their prowess and strikes."
nec,Ered Lithui,Ered Lithui.jpg,,Resource,U,,,,,,,,,,Region,,,,,,,,,,,,,,,
nec,Forrhûn,Forrhûn.jpg,,Resource,U,,,,,,,,,,Region,,,,,,,,,,,,,,,
nec,Harrhûn,Harrhûn.jpg,,Resource,U,,,,,,,,,,Region,,,,,,,,,,,,,,,
nec,Lugarlûr,Lugarlûr.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{D},{s}{w}{w}{s},1,1,Chelkar,Minas Morgul,,Men — 2 strikes with 8 prowess (detainment),"Adûnaphel the Ringwraith may be brought into play at this site. The Haradrim faction is playable at this site. While this site is in play, all Man attacks keyed to a region of Mordor or its adjacent regions receive +1 to their prowess and strikes."
nec,Lugarlûr,Lugarlûr.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{D},{w}{f}{c}{w}{s},3,4,Chelkar,Edhellond,"Items (minor, major, greater)","(1st) Men — 4 strikes with 9 prowess; (2nd) If Adûnaphel is in play as a permanent-event, it must be used as an additional automatic-attack (only remove from the game if defeated)","Tower Raided may be played at this site (as if a Shadow-hold [S]); if played successfully, opponent must discard one cult card he has in play."
nec,Mathlaburg,Mathlaburg.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{B},{w}{b},1,1,Anduin Vales,Lórien,"Information, Items (minor)",Men — 2 strikes with 7 prowess (detainment),Port-on-Anduin. Any agent with a home site in Eriador or Wilderland may be brought into play at this site (as agent; face-up). Agents at this site attack with +2 to their prowess.
nec,Mathlaburg,Mathlaburg.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{B},{d}{b},1,1,Anduin Vales,Dol Guldur,"Information, Items (minor)",Men — 2 strikes with 7 prowess (detainment against covert companies),Port-on-Anduin. Any agent with a home site in Eriador or Wilderland (or any Man agent if youare Sauron) may be brought into play at this site (as agent; face-up). Agents at this site attack with +2 to their prowess.
nec,Minas Durlith,Minas Durlith.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{D},{w}{b}{f}{w}{s}{d},2,5,Gorgoroth,Lórien,"Items (minor, major)",(1st) Orcs — 4 strikes with 8 prowess; (2nd) Pûkel-creature — 1 strike with 9 prowess,"Any company moving to this site has its hazard limit increased by one. If a company here contains a Stolen Knowledge card, any special item playable at a site in Mordor or its adjacent regions is considered playable here."
nec,Minas Durlith,Minas Durlith.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{D},{s}{d},1,1,Gorgoroth,Minas Morgul,,Troll — 1 strike with 11 prowess (detainment against black players' companies),The Uruk-hai and Orcs of the Ash Mountains factions are playable at this site; any influence attempt against these factions at this site is modified by +2.
nec,Mistrand,Mistrand.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{S},{w}{w}{w},2,3,Harrhûn,Port-on-Sea of Rhûn. Pirates may be played at this site; +1 to its prowess and strikes if played at the site.,,,
nec,Mistrand,Mistrand.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{S},{d}{w}{s}{w}{w},2,2,Harrhûn,Dol Guldur,"Items (minor, major)",Men — 3 strikes with 7 prowess (detainment),"Port-on-Sea of Rhûn. The Corsairs of Rhûn faction is playable at this site.While this site is in play, any Pirates may be played keyed to Harrhûnor its adjacent regions, and also at Mistrand; if keyed to such a site or region it receives +1 to its prowess and strikes."
nec,Mountains of Mirkwood,Mountains of Mirkwood.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{R},{w}{b}{w}{w},2,2,Heart of Mirkwood,Lórien,"Information, Items (minor)",Spiders — 3 strikes with 7 prowess,"Rescue Prisoners may be played at this site (as if at a Shadow-hold [S]); if played successfully, you may take one Lock nor Bar May Hinder from your discard pile to your hand."
nec,Mountains of Mirkwood,Mountains of Mirkwood.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{R},{d}{w},1,1,Heart of Mirkwood,Dol Guldur,"Information, Items (minor)",Spiders — 3 strikes with 7 prowess,Counts as Shelob's Lair for the purpose of No Better Use.
nec,Nan Morsereg,Nan Morsereg.jpg,,Minion Site,C,yes,,,,,,,,,,,1,,,,,{R},{s}{w}{w}{w}{w},2,3,Forrhûn,Shapôl Udûn,"Information, Items (minor)",Men — 3 strikes with 7 prowess (a sorcery-using character may tap to cancel this attack),Tap a sorcery-using character during the site phase and tap the site to bring Powers Too Dark and Terrible into play from your sideboard (as if you were Sauron).
nec,Nan Morsereg,Nan Morsereg.jpg,,Hero Site,C,yes,,,,,,,,,,,1,,,,,{R},{w}{w}{w},2,3,Forrhûn,Rhûbar,"Information, Items (minor)",Men — 3 strikes with 7 prowess,"it is considered a Stolen Knowledge resource, and you may discard it (at any time) to cancel a magic event played by a character at one of your companies' site."
nec,Oraishapek's Mound,Oraishapek's Mound.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{R},{w}{s}{s}{s}{s},2,3,Ered Lithui,Lórien,"Items (minor, major) —battle-gear items only—",Undead. Man — 1 strike with 12 prowess,Hidden site. Gorgoroth; Horse Plains. A company must tap a scout and discard a Lost Knowledge card it controls to reveal this site. Contains a hoard.
nec,Oraishapek's Mound,Oraishapek's Mound.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{R},{s}{d}{d}{s},2,3,Ered Lithui,Minas Morgul,"Items (minor, major) —battle-gear items only—",Undead. Man — 1 strike with 12 prowess,Hidden site. Gorgoroth; Horse Plains. A company must tap a scout and discard a Lost Knowledge card it controls to reveal this site. Contains a hoard.
nec,Ostigurth,Ostigurth.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{R},{s}{d}{d},2,1,Nurn,Minas Morgul,Items (minor),Vermin — each character faces a strike with 7 prowess (detainment),"If Hold Rebuilt and Repaired is played on the site, it becomes a Darkhaven [K] for the purpose of playing Ringwraith characters and They Ride Together. Discard The Black Council from hand or play to take any number of Ringwraith characters from your discard pile to your hand."
nec,Ostigurth,Ostigurth.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{R},{s}{d}{d},2,1,Nurn,Minas Morgul,Items (minor),Vermin — each character faces a strike with 7 prowess (detainment),"during the site phase to take Sudden Call,The Black Council, or any number of Ringwraith characters from your discard pile to your hand."
nec,Ostigurth,Ostigurth.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{R},{s}{d}{d},2,1,Nurn,Minas Morgul,Items (minor),Vermin — each character faces a strike with 7 prowess (detainment),"If Hold Rebuilt and Repaired is played on the site, the site does not leave play and is considered a Darkhaven [K] for the purpose of playing Ringwraithcharacters and They Ride Together. You may discard The Black Council during the site phase to take any number of Ringwraith characters from your discard pile to your hand."
nec,Ostigurth,Ostigurth.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{R},{w}{s}{s}{s}{s}{d},2,4,Nurn,Lórien,"Information, Items (minor)",(1st) Vermin — each character faces a strike with 7 prowess (detainment); (2nd) Undead — 2 strikes with 8 prowess,Each character at this site may tap to discard a Nazgûl event in play.
nec,Ostigurth,Ostigurth.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{R},{s}{d}{d},2,1,Nurn,Minas Morgul,Items (minor),Vermin — each character faces a strike with 7 prowess (detainment),"during the site phase to take The Black Council, Sudden Call, or any number of Ringwraith characters from your discard pile to your hand."
