Name	Set	Imagefile	Type	Class	Race	Skills	HomeSite	Mind	Influence	GI	Prowess	Body	Strikes	Playable	MP	SP	Magic	Specific	Corruption	Region	SitePath	Draw	OpponentDraw	Rarity	Text
The Great Eagles	Wizards	TheGreatEagles	Hero Resource	Faction	Eagle 										3									U	Unique. Playable at Eagles' Eyrie if the influence check is greater than 9. Standard Modifications: none.
The Mithril-coat	Wizards	TheMithrilcoat	Hero Resource	Greater Item								3			4				2					R	Unique. Treasure. Armor. +3 body (to a maximum of 10).
The Old Thrush	Wizards	TheOldThrush	Hero Resource	Short-event																				U	-3 to the prowess and body of a non-Nazgul attack with a prowess of 13 or more. Cannot be duplicated on a given attack.
The One Ring	Wizards	TheOneRing	Hero Resource	Special Item					5		5	-			6				6					R	Unique. The One Ring. Playable only with a Gold Ring and after a test indicates The One Ring. +5 prowess (to a maximum of double the bearer's starting prowess). +5 body (to a maximum of 10). +5 to direct influence. Bearer may make a corruption check modified by -2 to cancel a strike; this does not work against Undead and Nazgul strikes. +1 corruption point to every character in the bearer's company.
The White Tree	Wizards	TheWhiteTree	Hero Resource	Permanent-event											5									R	Unique. Sage only at Minas Tirith. Playable only if a Sapling of the White Tree is at Minas Tirith. Minas Tirith becomes a Haven [{H}] for the purposes of healing and playing hazards. Discard the Sapling of the White Tree.
Thorough Search	Wizards	ThoroughSearch	Hero Resource	Short-event																				CA	"Scout only. Tap a scout during the site phase to allow another character in his company to play a minor, major, or gold ring item normally found at its current site. The company must face any automatic-attack for its current site at least once during this site phase. This does not tap the site, and Thorough Search can be played at a site that is already tapped."
Tom Bombadil	Wizards	TomBombadil	Hero Resource	Ally		Sage 		4			12	11			3									R	"Unique. Maia. Playable at Old Forest. Tap to cancel the effects of one hazard that targets any company, or an entity associated with a company, moving to a site in:  Arthedain, Cardolan, Rhudaur, or The Shire. Discard Tom Bombadil if his company moves to a site that is not in: Arthedain, Cardolan, Rhudaur, or The Shire."
Torque of Hues	Wizards	TorqueofHues	Hero Resource	Major Item											2				2					U	Unique. Treasure. Tap Torque of Hues and its bearer to cancel an attack against his company. Bearer makes a corruption check.
Tower Guard of Minas Tirith	Wizards	TowerGuardofMinasTirith	Hero Resource	Faction	Dunadan 										2									F1	Unique. Playable at Minas Tirith if the influence check is greater than 7. Standard Modifications: Dunedain (+1).
Treebeard	Wizards	Treebeard	Hero Resource	Ally		Sage 		3			8	9			2									U	"Unique. Ent. Playable at Wellinghall. May not be attacked by automatic-attacks or hazards keyed to his site. Discard Treebeard if his company moves to a site that is not in: Fangorn, Rohan, Gap of Isen, Wold & Foothills, Enedhwaith, Old Pukel-land, Brown Lands, Anduin Vales, or Redhorn Gate."
True Fana	Wizards	TrueFana	Hero Resource	Short-event													Spell							R	"Spell. Wizard only. Before resolving an attack against the Wizard's company, make a roll (or draw a #) and add the Wizard's prowess to the result. If the total is greater than the attack's prowess, all of the attack's strikes fail (if the attack has a body, make body checks to determine if the attack is defeated). Otherwise, the attack proceeds normally. Wizard makes a corruption check modified by -3."
Use Palantir	Wizards	UsePalantir	Hero Resource	Short-event																				U	Sage only. Tap sage to enable him to use one Palantir he bears for the rest of the turn.
Vanishment	Wizards	Vanishment	Hero Resource	Short-event													Spell							CA	Spell. Wizard only. Cancels an attack against the Wizard's company. Wizard makes a corruption check modified by -2.
Variags of Khand	Wizards	VariagsofKhand	Hero Resource	Faction	Man 										4									R	Unique. Playable at Variag Camp if the influence check is greater than 9. Standard Modifications: none. {green} DCE: Add: Standard modifications: Wizards(-5)
Vilya	Wizards	Vilya	Hero Resource	Short-event																				R	"Playable on Elrond only. +4 prowess, +2 body, +6 direct influence until the end of the turn. If Elrond is at Rivendell and your play deck has at least 5 cards in it, you may take 3 resource cards of your choice from your discard pile and shuffle them into your play deck. Elrond makes a corruption check modified by  -3. Cannot be duplicated on a given turn."
White Mountains	Wizards	WhiteMountains	Hero Resource	Short-event																				CB	"Playable at the end of the organization phase on a company containing a ranger. If the company uses region cards for its site path, tap the ranger to move as if the following pairs of regions were adjacent: Old Pukel-land and Anfalas, Rohan and Lamedon, Rohan and Anfalas, Anorien and Lamedon. Otherwise, if the site moved to is in one of the regions listed above, the hazard limit is reduced by two (to a minimum of two). Cannot be duplicated on a given company."
Wizard's Fire	Wizards	WizardsFire	Hero Resource	Short-event													Spell							R	Spell. Wizard only. +5 prowess for the Wizard against one attack. Wizard makes a corruption check modified by -4.
Wizard's Flame	Wizards	WizardsFlame	Hero Resource	Short-event													Spell							U	Spell. Wizard only. All attacks against Wizard's company suffer a -2 modification to prowess for the rest of the turn. Wizard makes a corruption check modified by -3.
Wizard's Laughter	Wizards	WizardsLaughter	Hero Resource	Short-event													Spell							U	"Spell. Wizard only during opponent's site phase. Automatically cancels an influence check against one of the Wizard's player's characters, followers, factions, allies, or items. Wizard makes a corruption check modified by -2. {cyan} UEP: during any player's turn if an influence attempt is made against one of your resources or characters."
Wizard's Ring	Wizards	WizardsRing	Hero Resource	Special Item					5		2	-			2				4					R	"Wizard only. Playable only at a Haven [{H}]. Cannot be stored, stolen, or transferred. May not be duplicated on a given Wizard. Bearer makes a corruption check when this item is played."
Wizard's River-horses	Wizards	WizardsRiverhorses	Hero Resource	Short-event													Spell							U	Spell. Wizard only. All Nazgul events are discarded or cancels an attack against a Wizard if he is the only character in the company. Wizard makes a corruption check modified by -2.
Wizard's Test	Wizards	WizardsTest	Hero Resource	Short-event													Spell							CA	"Spell. Wizard only, and only if a character in his company has a Gold Ring. Play to test a Gold Ring; make two rolls (or draw two #'s) and choose one result to use for the test. Wizard makes a corruption check modified by -1."
Wizard's Voice	Wizards	WizardsVoice	Hero Resource	Short-event													Spell							R	Spell. Wizard only. +6 to direct influence for the Wizard for the rest of the turn. Wizard makes a corruption check modified by -3. May not be duplicated on a given Wizard.
Wood-elves	Wizards	Woodelves	Hero Resource	Faction	Elf 										3									F1	"Unique. Playable at Thranduil's Halls if the influence check is greater than 8. Standard Modifications: Men (-1), Elves (+1), Dwarves (-2)."
Woodmen	Wizards	Woodmen	Hero Resource	Faction	Man 										2									U	Unique. Playable at Woodmen-town if the influence check is greater than 7. Standard Modifications: Men (+1).
Woses of Old Pukel-land	Wizards	WosesofOldPukelland	Hero Resource	Faction	Wose 										3									R	Unique. Playable at Wose Passage-hold if the influence check is greater than 8. Standard Modifications: none.
Woses of the Druadan Forest	Wizards	WosesoftheDruadanForest	Hero Resource	Faction	Wose										3									U	Unique. Playable at Druadan Forest if the influence check is greater than 9. Standard Modifications: none.
Amon Hen	Wizards	AmonHen	Hero Site	{R}																Rohan		1	1	CA	"Nearest Haven: Lorien. Playable: Information, Items (minor). Automatic-attacks: Undead - 1 strike with 6 prowess. Special: Each character wounded must make a corruption check. Special: Port-on-Anduin"
Bag End	Wizards	BagEnd	Hero Site	{F}																The Shire	{w}{w}{f}	2	2	F2	Nearest Haven: Rivendell.
Bandit Lair	Wizards	BanditLair	Hero Site	{R}																Brown Lands	{w}{s}	1	2	F3	"Nearest Haven: Lorien. Playable: Items (minor, gold ring). Automatic-attacks: Men - 3 strikes with 6 prowess."
Barad-dur	Wizards	Baraddur	Hero Site	{D}																Gorgoroth	{w}{b}{f}{w}{s}{d}	3	6	R	"Nearest Haven: Lorien. Playable: Items (minor, major, greater). Automatic-attacks: Orcs - 4 strikes with 7 prowess; Trolls - 3 strikes with 9 prowess. Special: Any company moving to Barad-dur has its hazard limit modified by +2."
Barrow-downs	Wizards	Barrowdowns	Hero Site	{R}																Cardolan	{w}{w}	1	2	F1	"Nearest Haven: Rivendell. Playable: Items (minor, major). Automatic-attacks: Undead - 1 strike with 8 prowess. Special: Each character wounded must make a corruption check."
Beorn's House	Wizards	BeornsHouse	Hero Site	{F}																Anduin Vales	{w}{b}	1	1	F1	Nearest Haven: Lorien.
Blue Mountain Dwarf-hold	Wizards	BlueMountainDwarfhold	Hero Site	{F}																Numeriador	{f}{w}	1	1	CB	Nearest Haven: Grey Havens.
Bree	Wizards	Bree	Hero Site	{B}																Arthedain	{w}{w}	1	1	F1	Nearest Haven: Rivendell.
Cameth Brin	Wizards	CamethBrin	Hero Site	{B}																Rhudaur	{w}	1	1	CB	Nearest Haven: Rivendell.
Carn Dum	Wizards	CarnDum	Hero Site	{D}																Angmar	{w}{s}	2	3	R	"Nearest Haven: Rivendell. Playable: Items (minor, major, greater). Automatic-attacks: Orcs - 4 strikes with 7 prowess. Special: Ancient Dwarf-ruin. "
Caves of ulund	Wizards	CavesofUlund	Hero Site	{R}																Withered Heath	{w}{b}{s}{w}	3	3	U	"Nearest Haven: Lorien. Playable: Items (minor, major, greater, gold ring). Automatic-attacks: Dragon - 1 strike with 13 prowess."
Cirith Ungol	Wizards	CirithUngol	Hero Site	{D}																Imlad Morgul	{w}{b}{f}{w}{s}	3	4	R	"Nearest Haven: Lorien. Playable: Items (minor, major, greater). Automatic-attacks: Orcs - 4 strikes with 7 prowess."
Dancing Spire	Wizards	DancingSpire	Hero Site	{R}																Withered Heath	{w}{b}{s}{w}	3	3	U	"Nearest Haven: Lorien. Playable: Items (minor, major, greater, gold ring). Automatic-attacks: Dragon - 2 strikes with 11 prowess."
Dead Marshes	Wizards	DeadMarshes	Hero Site	{S}																Dagorlad	{w}{s}{s}	2	3	U	"Nearest Haven: Lorien. Playable: Items (minor, major, greater). Automatic-attacks: Undead - 2 strikes with 8 prowess. Special: Swamp. Each character wounded must make a corruption check."
Dimrill Dale	Wizards	DimrillDale	Hero Site	{R}																Redhorn Gate	{w}{w}	1	1	U	Nearest Haven: Lorien. Playable: Information. Automatic-attacks: Orcs - 1 strike with 6 prowess.
Dol Amroth	Wizards	DolAmroth	Hero Site	{F}																Belfalas	{w}{f}	1	1	CB	Nearest Haven: Edhellond. Special: Port
Dol Guldur	Wizards	DolGuldur	Hero Site	{D}																Southern Mirkwood	{w}{b}{d}	2	4	R	"Nearest Haven: Lorien. Playable: Items (minor, major, greater). Automatic-attacks: Orcs - 3 strikes with 7 prowess; Trolls - 2 strikes with 8 prowess. Special: Ancient Dwarf-ruin."
Druadan Forest	Wizards	DruadanForest	Hero Site	{B}																Anorien	{w}{b}{f}	2	2	CB	Nearest Haven: Lorien.
Dunharrow	Wizards	Dunharrow	Hero Site	{B}																Rohan	{w}{b}	1	1	R	Nearest Haven: Lorien.
Dunnish Clan-hold	Wizards	DunnishClanhold	Hero Site	{B}																Dunland	{w}{w}{w}	2	2	F1	Nearest Haven: Rivendell.
Eagles' Eyrie	Wizards	EaglesEyrie	Hero Site	{F}																Anduin Vales	{w}{b}	1	1	CB	Nearest Haven: Lorien.
Easterling Camp	Wizards	EasterlingCamp	Hero Site	{B}																Horse Plains	{w}{s}{s}{s}	4	4	R	Nearest Haven: Lorien.
Edhellond	Wizards	Edhellond	Hero Site	{H}																Anfalas		2	2	CB	Site Path From Grey Havens - {f}{c}{c}{c}{c}{w}. Site Path From Lorien - {w}{b}{f}{f}{b}{w}. Special: Port
Edoras	Wizards	Edoras	Hero Site	{F}																Rohan	{w}{b}	1	1	F1	Nearest Haven: Lorien.
Ettenmoors	Wizards	Ettenmoors	Hero Site	{R}																Rhudaur	{w}	1	1	CA	Nearest Haven: Rivendell. Playable: Items (minor). Automatic-attacks: Troll - 1 strike with 9 prowess.
Gladden Fields	Wizards	GladdenFields	Hero Site	{R}																Anduin Vales	{w}{b}	1	1	CA	Nearest Haven: Lorien. Playable: Items (gold ring). Automatic-attacks: Undead - 1 strike with 8 prowess. Special: Swamp. Each character wounded must make a corruption check.
Glittering Caves	Wizards	GlitteringCaves	Hero Site	{R}																Gap of Isen	{w}{b}{b}	2	2	U	"Nearest Haven: Lorien. Playable: Items (minor, major). Automatic-attacks: Pukel-man - 1 strike with 9 prowess."
Goblin-gate	Wizards	Goblingate	Hero Site	{S}																High Pass	{w}{w}	1	2	F2	"Nearest Haven: Rivendell. Playable: Items (minor, gold ring). Automatic-attacks: Orcs - 3 strikes with 6 prowess."
Grey Havens	Wizards	GreyHavens	Hero Site	{H}																Lindon		2	2	CB	Site Path From Rivendell - {w}{w}{f}. Site Path From Edhellond - {w}{c}{c}{c}{c}{f}. Special: Port
Henneth Annun	Wizards	HennethAnnun	Hero Site	{B}																Ithilien	{w}{b}{f}{w}	2	2	F1	Nearest Haven: Lorien.
Himring	Wizards	Himring	Hero Site	{R}																Elven Shores	{f}{c}	1	1	U	"Nearest Haven: Grey Havens. Playable: Items (minor, major). Automatic-attacks: Undead - 1 strike with 8 prowess. Special: Each character wounded must make a corruption check."
Irerock	Wizards	Irerock	Hero Site	{R}																Withered Heath	{w}{b}{s}{w}	3	3	U	"Nearest Haven: Lorien. Playable: Items (minor, major, greater, gold ring). Automatic-attacks: Dragon - 1 strike with 14 prowess."
Iron Hill Dwarf-hold	Wizards	IronHillDwarfhold	Hero Site	{F}																Iron Hills	{w}{b}{b}{w}{w}	3	3	F1	Nearest Haven: Lorien.
Isengard	Wizards	Isengard	Hero Site	{R}																Gap of Isen	{w}{b}{b}	2	2	F2	"Nearest Haven: Lorien. Playable: Items (minor, major, gold ring). Automatic-attacks: Wolves - 3 strikes with 7 prowess."
Isles of the Dead that Live	Wizards	IslesoftheDeadthatLive	Hero Site	{R}																Eriadoran Coast	{f}{c}{c}	1	2	R	"Nearest Haven: Grey Havens. Playable: Items (minor, major, gold ring). Automatic-attacks: Undead - 2 strikes with 8 prowess. Special: Each character wounded must make a corruption check."
Lake-town	Wizards	Laketown	Hero Site	{B}																Northern Rhovanion	{w}{b}{b}{w}	2	2	CB	Nearest Haven: Lorien. Special: Port-on-Celduin
Lond Galen	Wizards	LondGalen	Hero Site	{B}																Anfalas	{w}	1	1	CB	Nearest Haven: Edhellond. Special: Port
Lorien	Wizards	Lorien	Hero Site	{H}																Wold & Foothills		2	2	CB	Site Path From Rivendell - {w}{w}{b}{w}. Site Path From Edhellond - {w}{b}{f}{f}{b}{w}. Special: Port-on-Anduin
Lossadan Cairn	Wizards	LossadanCairn	Hero Site	{R}																Forochel	{w}{w}{w}	2	2	CA	"Nearest Haven: Rivendell. Playable: Items (minor, major, greater*) *-Palantiri only. Automatic-attacks: Undead - 2 strikes with 8 prowess. Special: Each character wounded must make a corruption check."
Lossadan Camp	Wizards	LossadanCamp	Hero Site	{B}																Forochel	{w}{w}{w}	2	2	CB	Nearest Haven: Rivendell.
Minas Morgul	Wizards	MinasMorgul	Hero Site	{D}																Imlad Morgul	{w}{b}{f}{w}{s}	3	4	R	"Nearest Haven: Lorien. Playable: Items (minor, major, greater). Automatic-attacks: Undead - 3 strikes with 8 prowess. Special: Each character wounded must make a corruption check."
Minas Tirith	Wizards	MinasTirith	Hero Site	{F}																Anorien	{w}{b}{f}	2	2	F2	Nearest Haven: Lorien. Special: Port-on-Anduin
Moria	Wizards	Moria	Hero Site	{S}																Redhorn Gate	{w}{w}	2	3	F3	"Nearest Haven: Lorien. Playable: Items (minor, major, greater, gold ring). Automatic-attacks: Orcs - 4 strikes with 7 prowess. Special: Ancient Dwarf-ruin."
Mount Doom	Wizards	MountDoom	Hero Site	{S}																Gorgoroth	{w}{b}{f}{w}{s}{d}	3	6	U	Nearest Haven: Lorien. Special: Any company moving to Mount Doom has its hazard limit modified by +2 and hazard creatures may always be played keyed to the site regardless of any other cards played.
Mount Gram	Wizards	MountGram	Hero Site	{S}																Angmar	{w}{s}	2	3	F2	"Nearest Haven: Rivendell. Playable: Items (minor, major). Automatic-attacks: Orcs - 3 strikes with 6 prowess. Special: Ancient Dwarf-ruin."
Mount Gundabad	Wizards	MountGundabad	Hero Site	{S}																Gundabad	{w}{b}{d}	2	3	U	"Nearest Haven: Lorien. Playable: Items (minor, major, greater). Automatic-attacks: Orcs - 2 strikes with 8 prowess. Special: Ancient Dwarf-ruin."
Old Forest	Wizards	OldForest	Hero Site	{B}																Cardolan	{w}{w}	1	1	CA	Nearest Haven: Rivendell. Special: Healing effects affect all characters at the site. This site may not be used. It is now a region. Use Tom's House instead.
Ost-in-Edhil	Wizards	OstinEdhil	Hero Site	{R}																Hollin	{w}{w}	1	1	U	"Nearest Haven: Rivendell. Playable: Items (minor, gold ring). Automatic-attacks: Wolves - 3 strikes with 5 prowess."
Pelargir	Wizards	Pelargir	Hero Site	{F}																Lebennin	{w}{b}{f}	2	2	CB	Nearest Haven: Edhellond. Special: Port. Port-on-Anduin
Rhosgobel	Wizards	Rhosgobel	Hero Site	{F}																Southern Mirkwood	{w}{b}{d}	2	3	F2	Nearest Haven: Lorien. Playable: Items (minor). Special: Healing effects affect all characters at the site.
Rivendell	Wizards	Rivendell	Hero Site	{H}																Rhudaur		2	2	CB	Site Path From Lorien - {w}{b}{w}{w}. Site Path From Grey Havens - {f}{w}{w}.
Ruined Signal Tower	Wizards	RuinedSignalTower	Hero Site	{R}																Enedhwaith	{w}{w}{w}	2	2	F2	"Nearest Haven: Rivendell. Playable: Items (minor, major). Automatic-attacks: Spiders - 2 strikes with 8 prowess."
Sarn Goriwing	Wizards	SarnGoriwing	Hero Site	{S}																Heart of Mirkwood	{w}{b}{w}{w}	2	2	CA	"Nearest Haven: Lorien. Playable: Items (minor, major). Automatic-attacks: Orcs - 3 strikes with 5 prowess."
Shelob's Lair	Wizards	ShelobsLair	Hero Site	{S}																Imlad Morgul	{w}{b}{f}{w}{s}	3	4	R	"Nearest Haven: Lorien. Playable: Items (minor, major). Automatic-attacks: Orcs - 2 strikes with 8 prowess."
Shrel-Kain	Wizards	ShrelKain	Hero Site	{B}																Dorwinion	{w}{b}{b}{w}{b}	3	3	CB	Nearest Haven: Lorien. Special: Port-on-Celduin
Southron Oasis	Wizards	SouthronOasis	Hero Site	{B}																Harondor	{w}{f}{c}{w}	2	2	R	Nearest Haven: Edhellond.
Stone-circle	Wizards	Stonecircle	Hero Site	{R}																Old Pukel Gap	{w}{w}	1	1	R	"Nearest Haven: Edhellond. Playable: Information, Items (minor). Automatic-attacks: Pukel-man - 1 strike with 9 prowess."
The Lonely Mountain	Wizards	TheLonelyMountain	Hero Site	{R}																Northern Rhovanion	{w}{b}{b}{w}	2	2	F2	"Nearest Haven: Lorien. Playable: Items (minor, major, greater, gold ring). Automatic-attacks: Dragon - 1 strike with 14 prowess. Special: Ancient Dwarf-ruin."
The Stones	Wizards	TheStones	Hero Site	{R}																Andrast	{w}{w}	1	1	R	"Nearest Haven: Edhellond. Playable: Items (minor, major, greater). Automatic-attacks: Pukel-men - 2 strikes with 9 prowess."
The White Towers	Wizards	TheWhiteTowers	Hero Site	{R}																Arthedain	{w}{w}	1	1	U	Nearest Haven: Rivendell. Automatic-attacks: Wolves - 2 strikes with 6 prowess.
The Wind Throne	Wizards	TheWindThrone	Hero Site	{R}																Grey Mountain Narrows	{w}{b}{s}	2	2	F5	"Nearest Haven: Lorien. Playable: Information, Items (minor, major). Automatic-attacks: Orcs - 3 strikes with 7 prowess."
Thranduil's Halls	Wizards	ThranduilsHalls	Hero Site	{F}																Woodland Realm	{w}{b}{b}	2	2	F1	Nearest Haven: Lorien.
Tolfalas	Wizards	Tolfalas	Hero Site	{R}																Mouths of the Anduin	{w}{f}{c}	2	2	R	"Nearest Haven: Edhellond. Playable: Items (minor, major, greater*) *-Scroll of Isildur only. Automatic-attacks: Undead - 3 strikes with 7 prowess. Special: Each character wounded must make a corruption check."
Vale of Erech	Wizards	ValeofErech	Hero Site	{B}																Lamedon	{w}{b}	1	1	R	Nearest Haven: Edhellond.
Variag Camp	Wizards	VariagCamp	Hero Site	{B}																Khand	{w}{f}{c}{w}{s}	3	4	R	Nearest Haven: Edhellond.
Weathertop	Wizards	Weathertop	Hero Site	{R}																Arthedain	{w}{w}	1	1	F4	Nearest Haven: Rivendell. Playable: Information. Automatic-attacks: Wolves - 2 strikes with 6 prowess.
Wellinghall	Wizards	Wellinghall	Hero Site	{F}																Fangorn	{w}{w}	1	1	F1	Nearest Haven: Lorien.
Woodmen-town	Wizards	Woodmentown	Hero Site	{B}																Western Mirkwood	{w}{b}{w}	2	2	CB	Nearest Haven: Lorien.
Wose Passage-hold	Wizards	WosePassagehold	Hero Site	{B}																Old Pukel-land	{w}{w}{w}	2	2	CB	Nearest Haven: Edhellond.
Andrast	Wizards	Andrast	Region	{w}																					"Adjacent Regions: Andrast Coast, Anfalas, Bay of Belfalas, Eriadoran Coast, Old Pukel-land."
Andrast Coast	Wizards	AndrastCoast	Region	{c}																					"Adjacent Regions: Andrast, Bay of Belfalas, Eriadoran Coast."
Anduin Vales	Wizards	AnduinVales	Region	{b}																					"Adjacent Regions: Brown Lands, Grey Mountain Narrows, Gundabad, High Pass, Southern Mirkwood, Western Mirkwood, Wold & Foothills, Woodland Realm {green} DCE: Add: Dragon Gap."
Anfalas	Wizards	Anfalas	Region	{w}																					"Adjacent Regions: Andrast, Bay of Belfalas, Belfalas, Lamedon, Old Pukel Gap."
Angmar	Wizards	Angmar	Region	{s}																					"Adjacent Regions: Arthedain, Forochel, Gundabad, Rhudaur."
Anorien	Wizards	Anorien	Region	{f}																					"Adjacent Regions: Ithilien, Lebennin, Rohan."
Arthedain	Wizards	Arthedain	Region	{w}																					"Adjacent Regions: Angmar, Cardolan, Forochel, Lindon, Numeriador, Rhudaur, The Shire {green} DCE: Add: Old Forest."
Bay of Belfalas	Wizards	BayofBelfalas	Region	{c}																					"Adjacent Regions: Andrast Coast, Andrast, Mouths of the Anduin, Anfalas, Belfalas {green} DCE: Add: Coast of Harad."
Belfalas	Wizards	Belfalas	Region	{f}																					"Adjacent Regions: Mouths of the Anduin, Anfalas, Bay of Belfalas, Lamedon, Lebennin."
Brown Lands	Wizards	BrownLands	Region	{s}																					"Adjacent Regions: Anduin Vales, Dagorlad, Southern Mirkwood, Wold & Foothills."
Cardolan	Wizards	Cardolan	Region	{w}																					"Adjacent Regions: Arthedain, Dunland, Enedhwaith, Eriadoran Coast, Hollin, Rhudaur, The Shire {green} DCE: Add: Old Forest."
Dagorlad	Wizards	Dagorlad	Region	{s}																					"Adjacent Regions: Brown Lands, Horse Plains, Ithilien, Southern Mirkwood, Southern Rhovanion."
Dorwinion	Wizards	Dorwinion	Region	{b}																					"Adjacent Regions: Northern Rhovanion, Southern Rhovanion {green} DCE: Add: Forrhun, Gaer Rhunen."
Dunland	Wizards	Dunland	Region	{w}																					"Adjacent Regions: Cardolan, Enedhwaith, Hollin."
Elven Shores	Wizards	ElvenShores	Region	{c}																					"Adjacent Regions: Eriadoran Coast, Lindon {green} DCE: Add: West Bay of Forochel, East Bay of Forochel."
Enedhwaith	Wizards	Enedhwaith	Region	{w}																					"Adjacent Regions: Cardolan, Dunland, Eriadoran Coast, Gap of Isen, Old Pukel-land."
Eriadoran Coast	Wizards	EriadoranCoast	Region	{c}																					"Adjacent Regions: Andrast, Andrast Coast, Cardolan, Elven Shores, Enedhwaith, Old Pukel-land."
Fangorn	Wizards	Fangorn	Region	{w}																					"Adjacent Regions: Gap of Isen, Rohan, Wold & Foothills."
Forochel	Wizards	Forochel	Region	{w}																					"Adjacent Regions: Angmar, Arthedain, Numeriador {green} DCE: Add: East Bay of Forochel, Everdalf."
Gap of Isen	Wizards	GapofIsen	Region	{b}																					"Adjacent Regions: Enedhwaith, Fangorn, Old Pukel-land, Rohan."
Gorgoroth	Wizards	Gorgoroth	Region	{d}																					"Adjacent Regions: Imlad Morgul, Nurn, Udun."
Grey Mountain Narrows	Wizards	GreyMountainNarrows	Region	{s}																					"Adjacent Regions: Anduin Vales, Northern Rhovanion, Withered Heath, Woodland Realm {green} DCE: Add: Dragon Gap, Forovirkain."
Gundabad	Wizards	Gundabad	Region	{d}																					"Adjacent Regions: Anduin Vales, Angmar {green} DCE: Add: Dragon Gap."
Harondor	Wizards	Harondor	Region	{w}																					"Adjacent Regions: Mouths of the Anduin, Ithilien, Khand {green} DCE: Add: Hyarmenfalas, Dune Sea."
Heart of Mirkwood	Wizards	HeartofMirkwood	Region	{w}																					"Adjacent Regions: Northern Rhovanion, Southern Mirkwood, Southern Rhovanion, Western Mirkwood, Woodland Realm."
High Pass	Wizards	HighPass	Region	{w}																					"Adjacent Regions: Anduin Vales, Rhudaur."
Hollin	Wizards	Hollin	Region	{w}																					"Adjacent Regions: Cardolan, Dunland, Redhorn Gate, Rhudaur."
Horse Plains	Wizards	HorsePlains	Region	{s}																					"Adjacent Regions: Dagorlad, Nurn, Southern Rhovanion {green} DCE: Add: Gaer Rhunen, Harrhun, Nuriag; remove Nurn."
Imlad Morgul	Wizards	ImladMorgul	Region	{s}																					"Adjacent Regions: Gorgoroth, Ithilien."
Iron Hills	Wizards	IronHills	Region	{w}																					"Adjacent Regions: Northern Rhovanion, Withered Heath, {green} DCE: Add: Talath Oiohelka, Forrhun."
Ithilien	Wizards	Ithilien	Region	{w}																					"Adjacent Regions: Anorien, Dagorlad, Harondor, Imlad Morgul."
Khand	Wizards	Khand	Region	{s}																					"Adjacent Regions: Harondor, Nurn {green} DCE: Add: Gap of Khand, Near Harad, Dune Sea, Lurmsakun; remove Nurn."
Lamedon	Wizards	Lamedon	Region	{b}																					"Adjacent Regions: Anfalas, Belfalas, Lebennin."
Lebennin	Wizards	Lebennin	Region	{f}																					"Adjacent Regions: Mouths of the Anduin, Anorien, Belfalas, Lamedon."
Lindon	Wizards	Lindon	Region	{f}																					"Adjacent Regions: Arthedain, Elven Shores, Numeriador."
Mouths of the Anduin	Wizards	MouthsoftheAnduin	Region	{c}																					"Adjacent Regions: Bay of Belfalas, Belfalas, Harondor, Lebennin."
Northern Rhovanion	Wizards	NorthernRhovanion	Region	{w}																					"Adjacent Regions: Dorwinion, Heart of Mirkwood, Iron Hills, Southern Rhovanion, Withered Heath, Woodland Realm, Grey Mountain Narrows {green} DCE: Add: Forrhun."
Numeriador	Wizards	Numeriador	Region	{w}																					"Adjacent Regions: Arthedain, Forochel, Lindon."
Nurn	Wizards	Nurn	Region	{d}																					"Adjacent Regions: Gorgoroth, Horse Plains, Khand {green} DCE: Add: Nuriag; remove Horse Plains, Khand."
Old Pukel Gap	Wizards	OldPukelGap	Region	{w}																					"Adjacent Regions: Anfalas, Old Pukel-land."
Old Pukel-land	Wizards	OldPukelland	Region	{w}																					"Adjacent Regions: Andrast, Enedhwaith, Eriadoran Coast, Gap of Isen, Old Pukel Gap."
Redhorn Gate	Wizards	RedhornGate	Region	{w}																					"Adjacent Regions: Hollin, Wold & Foothills."
Rhudaur	Wizards	Rhudaur	Region	{w}																					"Adjacent Regions: Angmar, Arthedain, Cardolan, High Pass, Hollin."
Rohan	Wizards	Rohan	Region	{b}																					"Adjacent Regions: Anorien, Fangorn, Gap of Isen, Wold & Foothills."
Southern Mirkwood	Wizards	SouthernMirkwood	Region	{d}																					"Adjacent Regions: Anduin Vales, Brown Lands, Dagorlad, Heart of Mirkwood, Southern Rhovanion, Western Mirkwood."
Southern Rhovanion	Wizards	SouthernRhovanion	Region	{w}																					"Adjacent Regions: Dagorlad, Dorwinion, Heart of Mirkwood, Horse Plains, Northern Rhovanion, Southern Mirkwood."
The Shire	Wizards	TheShire	Region	{f}																					"Adjacent Regions: Arthedain, Cardolan {green} DCE: Add: Old Forest."
Udun	Wizards	Udun	Region	{d}																					Adjacent Regions: Gorgoroth.
Western Mirkwood	Wizards	WesternMirkwood	Region	{w}																					"Adjacent Regions: Anduin Vales, Heart of Mirkwood, Southern Mirkwood, Woodland Realm."
Withered Heath	Wizards	WitheredHeath	Region	{w}																					"Adjacent Regions: Iron Hills, Northern Rhovanion, Grey Mountain Narrows, {green} DCE: Add: Forovirkain, Talath Oiohelka."
Wold & Foothills	Wizards	WoldFoothills	Region	{w}																					"Adjacent Regions: Anduin Vales, Brown Lands, Fangorn, Redhorn Gate, Rohan."
Woodland Realm	Wizards	WoodlandRealm	Region	{b}																					
